Authors	Title	PublicationName	Volume	Issue	BeginningPage	EndingPage	DOI	PublicationDate	PublicationYear	TimesCited	AccessionNumber
"Pearse, AS"	Fresh-water copepoda of Massachusetts	AMERICAN NATURALIST	40		241	251	10.1086/278617	1906	1906	5	WOS:000200875500016
"Pollock, JB"	Variations in the pollen grain of Picea excelsa	AMERICAN NATURALIST	40		253	286	10.1086/278618	1906	1906	1	WOS:000200875500017
"Reese, AM"	Anatomy of Cryptobranchus allegheniensis	AMERICAN NATURALIST	40		287	326	10.1086/278619	1906	1906	17	WOS:000200875500018
"Baker, FC"	Application of De Vries's mutation theory to the mollusca	AMERICAN NATURALIST	40		327	334	10.1086/278620	1906	1906	1	WOS:000200875500019
"Kepner, WA"	Notes on the genus Leptophrys	AMERICAN NATURALIST	40		335	342	10.1086/278621	1906	1906	3	WOS:000200875500020
"Andrews, EA"	Egg-laying of crayfish	AMERICAN NATURALIST	40		343	356	10.1086/278622	1906	1906	21	WOS:000200875500021
"Allen, GM"	Sowerby's whale on the American coast	AMERICAN NATURALIST	40		357	370	10.1086/278623	1906	1906	6	WOS:000200875500022
"Cushman, JA"	Fresh-water Rhizopods of Nantucket	AMERICAN NATURALIST	40		371	373	10.1086/278624	1906	1906	1	WOS:000200875500023
"Osburn, RC"	Observations and experiments on dragonflies in brackish water	AMERICAN NATURALIST	40		395	399	10.1086/278632	1906	1906	6	WOS:000200875500024
"Pearse, AS"	Reactions of Tubularia crocea (AG)	AMERICAN NATURALIST	40		401	407	10.1086/278633	1906	1906	5	WOS:000200875500025
"Wiegand, KM"	Pressure and flow of sap in the maple	AMERICAN NATURALIST	40		409	453	10.1086/278634	1906	1906	31	WOS:000200875500026
"Mead, CS"	Adaptive modifications of occipital condyles in mammalia	AMERICAN NATURALIST	40		475	483	10.1086/278643	1906	1906	2	WOS:000200875500027
"Berry, EW"	Living and fossil species of Comptonia	AMERICAN NATURALIST	40		485	524	10.1086/278644	1906	1906	14	WOS:000200875500028
"Porsild, MP"	The Danish Arctic Station	AMERICAN NATURALIST	40		535	535	10.1086/278650	1906	1906	0	WOS:000200875500029
"Lull, RS"	Volant adaptation in vertebrates	AMERICAN NATURALIST	40		537	566	10.1086/278651	1906	1906	3	WOS:000200875500030
"Dexler, H; Freund, L"	External morphology of the dugong	AMERICAN NATURALIST	40		567	581	10.1086/278652	1906	1906	3	WOS:000200875500031
"Hammatt, ML"	Reproduction of Metridium marginatum by fragmental fission	AMERICAN NATURALIST	40		583	591	10.1086/278653	1906	1906	8	WOS:000200875500032
"Weysse, AW; Burgess, WS"	Histogenesis of the retina	AMERICAN NATURALIST	40		611	637	10.1086/278664	1906	1906	26	WOS:000200875500033
"Williams, LW"	Notes on marine Copepoda of Rhode Island	AMERICAN NATURALIST	40		639	660	10.1086/278665	1906	1906	12	WOS:000200875500034
"Howe, RH"	"Lichens of Mount Monadnock, New Hampshire"	AMERICAN NATURALIST	40		661	665		1906	1906	0	WOS:000200875500035
"Walton, EB"	"Naidid ae of Cedar Point, Ohio"	AMERICAN NATURALIST	40		683	706		1906	1906	2	WOS:000200875500036
"Herrick, JC"	Mechanism of the odontophoral apparatus in Sycotypus canaliculatus	AMERICAN NATURALIST	40		707	737	10.1086/278671	1906	1906	21	WOS:000200875500037
"Pearl, R"	Variation in the number of seeds of the lotus	AMERICAN NATURALIST	40		757	768	10.1086/278678	1906	1906	1	WOS:000200875500038
"Osborn, HF"	The causes of extinction of Mammalia	AMERICAN NATURALIST	40		769	795	10.1086/278679	1906	1906	4	WOS:000200875500039
"Cushman, JA; Henderson, WP"	A preliminary study of the finer structure of Arcella	AMERICAN NATURALIST	40		797	802	10.1086/278680	1906	1906	0	WOS:000200875500040
"Osborn, HF"	The causes of extinction of Mammalia	AMERICAN NATURALIST	40		829	859	10.1086/278693	1906	1906	6	WOS:000200875500041
"Cockerell, TDA"	The Alpine flora of Colorado	AMERICAN NATURALIST	40		861	873	10.1086/278694	1906	1906	1	WOS:000200875500042
"Headlee, TJ"	Blood gills of Simulium pictipes	AMERICAN NATURALIST	40		875	885	10.1086/278695	1906	1906	6	WOS:000200875500043
"Hancock, JI"	The habits of the striped meadow cricket (OE canthus fasciatus Fitch).	AMERICAN NATURALIST	39		1	11	10.1086/278479	1905	1905	14	WOS:000200856000001
"Lyon, HL"	The embryo of the angiosperms.	AMERICAN NATURALIST	39		13	35	10.1086/278480	1905	1905	5	WOS:000200856000002
"Enders, HE"	Notes on the commensals found in the tubes of Chi ae topterus pergamentaceus.	AMERICAN NATURALIST	39		37	40	10.1086/278481	1905	1905	12	WOS:000200856000003
"Stafford, J"	On the larva and spat of the Canadian oyster.	AMERICAN NATURALIST	39		41	44	10.1086/278482	1905	1905	2	WOS:000200856000004
"Cockerell, TDA"	A table to facilitate the determination of the nation of the Mexican scale insects of the genus Aspidiotus (sens. latiss.)	AMERICAN NATURALIST	39		45	46	10.1086/278483	1905	1905	2	WOS:000200856000005
"Dodge, CW"	Editor of the American Naturalist.	AMERICAN NATURALIST	39		57	58	10.1086/278489	1905	1905	0	WOS:000200856000006
"Kingsley, JS"	The bones of the reptilian lower jaw.	AMERICAN NATURALIST	39		59	64	10.1086/278490	1905	1905	3	WOS:000200856000007
"Petrunkevitch, A"	Natural and artificial parthenogenesis.	AMERICAN NATURALIST	39		65	76	10.1086/278491	1905	1905	1	WOS:000200856000008
"Haynes, JA"	The angle of deviation from the normal vertical position at which stems show the strongest geotropic response.	AMERICAN NATURALIST	39		77	85	10.1086/278492	1905	1905	1	WOS:000200856000009
"Pearl, R"	Note on variation in the ray flowers of Rudbeckia	AMERICAN NATURALIST	39		87	88	10.1086/278493	1905	1905	0	WOS:000200856000010
"Penhallow, DP"	The anatomical changes in the structure of the vascular cylinder incident to the hybridization of Catalpa.	AMERICAN NATURALIST	39		113	136	10.1086/278499	1905	1905	0	WOS:000200856000011
"Hollick, A"	The occurrence and origin of amber in the eastern United States	AMERICAN NATURALIST	39		137	145	10.1086/278500	1905	1905	4	WOS:000200856000012
"Cushman, JA; Henderson, WP"	Fresh-water Rhizopods from the white mountain region of New Hampshire.	AMERICAN NATURALIST	39		147	155	10.1086/278501	1905	1905	1	WOS:000200856000013
"Carpenter, FW"	"The reactions of the pomace fly (Drosophila ampelophila Loew) to light gravity, and mechanical stimulation"	AMERICAN NATURALIST	39		157	171	10.1086/278502	1905	1905	52	WOS:000200856000014
"Bangs, O; Zappey, WR"	Birds of the Isle of Pines.	AMERICAN NATURALIST	39		179	215	10.1086/278509	1905	1905	14	WOS:000200856000015
"Davis, BM"	Studies on the plant cell. V.	AMERICAN NATURALIST	39		217	268	10.1086/278510	1905	1905	1	WOS:000200856000016
"Eastman, CR"	Editor of the American Naturalist.	AMERICAN NATURALIST	39		269	271	10.1086/278511	1905	1905	0	WOS:000200856000017
"Campbell, DH"	Affinities of the genus Equisetum.	AMERICAN NATURALIST	39		273	285	10.1086/278512	1905	1905	3	WOS:000200856000018
"Jackson, DD"	Movements of diatoms and other microscopic plants.	AMERICAN NATURALIST	39		287	291	10.1086/278513	1905	1905	0	WOS:000200856000019
"Banks, N"	Synopses of North American invertebrates. XX. Families and genera of Araneida.	AMERICAN NATURALIST	39		293	323	10.1086/278514	1905	1905	5	WOS:000200856000020
"Willcox, MA"	Biology of Acmaea testudinalis Muller.	AMERICAN NATURALIST	39		325	333	10.1086/278515	1905	1905	17	WOS:000200856000021
"Clark, AH"	Habits of West Indian whitebait.	AMERICAN NATURALIST	39		335	337	10.1086/278516	1905	1905	3	WOS:000200856000022
"Berry, EW"	Fossil grasses and sedges.	AMERICAN NATURALIST	39		345	348	10.1086/278523	1905	1905	1	WOS:000200856000023
"Rand, HW; Ulrich, JL"	Posterior connections of the lateral vein of the skate	AMERICAN NATURALIST	39		349	364	10.1086/278524	1905	1905	2	WOS:000200856000024
"Rand, HW"	The skate as a subject for classes in comparative anatomy; injection methods	AMERICAN NATURALIST	39		365	379	10.1086/278525	1905	1905	1	WOS:000200856000025
"Cushman, JA"	Fossil crabs of the Gay Head miocene.	AMERICAN NATURALIST	39		381	390	10.1086/278526	1905	1905	1	WOS:000200856000026
"Romeiser, TH"	A case of abnormal venous system in Necturus maculatus.	AMERICAN NATURALIST	39		391	396	10.1086/278527	1905	1905	0	WOS:000200856000027
"Eastman, CR"	The literature of Edestus.	AMERICAN NATURALIST	39		405	409	10.1086/278529	1905	1905	0	WOS:000200856000028
"Lull, RS"	Restoration of the Titanothere Megacerops	AMERICAN NATURALIST	39		419	424	10.1086/278533	1905	1905	0	WOS:000200856000029
"Coe, WR"	Synopses of North American invertebrates. XXI. The Nemerteans.	AMERICAN NATURALIST	39		425	447	10.1086/278534	1905	1905	5	WOS:000200856000030
"Davis, BM"	Studies on the plant cell. VI. Section V Cell activities at critical periods of ontogeny in plants.	AMERICAN NATURALIST	39		449	499	10.1086/278535	1905	1905	4	WOS:000200856000031
"Henriksen, ME"	A biological station in Greenland.	AMERICAN NATURALIST	39		505	506	10.1086/278540	1905	1905	0	WOS:000200856000032
"Baker, CF"	Fleas and disease	AMERICAN NATURALIST	39		507	508	10.1086/278541	1905	1905	0	WOS:000200856000033
"Penhallow, DP"	A systematic study of the Salicaceae.	AMERICAN NATURALIST	39		509	535	10.1086/278542	1905	1905	5	WOS:000200856000034
"Cushman, JA"	Developmental stages in the lagenidae	AMERICAN NATURALIST	39		537	553	10.1086/278543	1905	1905	1	WOS:000200856000035
"Davis, BN"	Studies on the plant cell - VII	AMERICAN NATURALIST	39		555	599	10.1086/278544	1905	1905	1	WOS:000200856000036
"Crawley, H"	Interrelationships of the sporozoa.	AMERICAN NATURALIST	39		607	624	10.1086/278548	1905	1905	0	WOS:000200856000037
"Worthington, J"	Contribution to our knowledge of the myxinoids	AMERICAN NATURALIST	39		625	663	10.1086/278549	1905	1905	31	WOS:000200856000038
"Baker, FC"	Notes on the genitalia of lymnaea.	AMERICAN NATURALIST	39		665	679	10.1086/278550	1905	1905	1	WOS:000200856000039
"Shimer, HW"	A peculiar variation of Terebratalia transversa sowerby	AMERICAN NATURALIST	39		691	693	10.1086/278554	1905	1905	2	WOS:000200856000040
"Davies, BM"	Studies on the plant cell - VIII.	AMERICAN NATURALIST	39		695	740	10.1086/278555	1905	1905	0	WOS:000200856000041
"Cockerell, TDA"	Diadasia patton; A genus of bees	AMERICAN NATURALIST	39		741	745	10.1086/278556	1905	1905	3	WOS:000200856000042
"Smith, BC"	Collection and preparation of material for classes in elementary zoology.	AMERICAN NATURALIST	39		779	789	10.1086/278572	1905	1905	0	WOS:000200856000043
"Cushman, JA"	A new ostracod from Nantucket.	AMERICAN NATURALIST	39		791	793	10.1086/278573	1905	1905	1	WOS:000200856000044
"Davis, WT"	Further note on Hyla andersonii and Rana virgatipes in New Jersey.	AMERICAN NATURALIST	39		795	796	10.1086/278574	1905	1905	0	WOS:000200856000045
"Penhallow, DP"	A systematic study of the Salicac ae.	AMERICAN NATURALIST	39		797	838	10.1086/278575	1905	1905	1	WOS:000200856000046
"Loomis, FB"	Momentum in variation	AMERICAN NATURALIST	39		839	843	10.1086/278576	1905	1905	5	WOS:000200856000047
"Heindel, RL"	Ecology of the willow cone gall	AMERICAN NATURALIST	39		859	873	10.1086/278585	1905	1905	0	WOS:000200856000048
"Transeau, EN"	Forest centers of eastern America.	AMERICAN NATURALIST	39		875	889	10.1086/278586	1905	1905	61	WOS:000200856000049
"Marion, GE"	Mandibular and pharyngeal muscles of Acanthias and Raia.	AMERICAN NATURALIST	39		891	924	10.1086/278587	1905	1905	25	WOS:000200856000050
"Gilbert, NC"	Occurrence of Echinostomum spinulosum	AMERICAN NATURALIST	39		925	927	10.1086/278588	1905	1905	2	WOS:000200856000051
"Eull, RS"	"Adaptations to aquatic, arboreal, fosorial and cusorial habits in mammals."	AMERICAN NATURALIST	38		1	11		1904	1904	0	WOS:000200855700001
"Shufeldt, RW"	On the osteology and systematic position of the pygopodes.	AMERICAN NATURALIST	38		13	49	10.1086/278376	1904	1904	4	WOS:000200855700002
"Jaggar, TA"	"The eruption of Mount Pelee, 1851."	AMERICAN NATURALIST	38		51	73	10.1086/278377	1904	1904	0	WOS:000200855700003
"Osborn, HF"	Reclassification of the Reptilia.	AMERICAN NATURALIST	38		93	115	10.1086/278383	1904	1904	2	WOS:000200855700004
"Wilder, HH"	The early development of Desmognathus fusca.	AMERICAN NATURALIST	38		117	125	10.1086/278384	1904	1904	8	WOS:000200855700005
"Townsend, AB"	The histology of the light organs of Photinus marginellus.	AMERICAN NATURALIST	38		127	151	10.1086/278385	1904	1904	5	WOS:000200855700006
"Mitchell, EG"	"Oral breathing valves of teleosts, their modifications and relation to the shape of the mouth."	AMERICAN NATURALIST	38		153	164	10.1086/278386	1904	1904	7	WOS:000200855700007
"Andrews, EA"	Breeding habits of crayfish.	AMERICAN NATURALIST	38		165	206	10.1086/278387	1904	1904	37	WOS:000200855700008
"Smallwood, WM"	Natural history of haminea solitaria say.	AMERICAN NATURALIST	38		207	225	10.1086/278388	1904	1904	3	WOS:000200855700009
"Penhallow, D"	The anotomy of the North American coniferales together with certain exotic species from Japan and Australasia. Part I.	AMERICAN NATURALIST	38		243	273	10.1086/278393	1904	1904	7	WOS:000200855700010
"Bigelow, HB"	The sense of hearing in the goldfish Carassius auratus l.	AMERICAN NATURALIST	38		275	284	10.1086/278394	1904	1904	17	WOS:000200855700011
"Peirce, GJ"	Certain undetermined factors in heredity and environment.	AMERICAN NATURALIST	38		285	293	10.1086/278395	1904	1904	0	WOS:000200855700012
"Eastman, CR"	On the dentition of Rhynchodus and other fossil fishes.	AMERICAN NATURALIST	38		295	299		1904	1904	1	WOS:000200855700013
"Hrdlicka, A"	Further instances of parietal division.	AMERICAN NATURALIST	38		301	309	10.1086/278397	1904	1904	0	WOS:000200855700014
"Shufeldt, RW"	Comparison of the provisional schemes of the classification of birds.	AMERICAN NATURALIST	38		311	319	10.1086/278398	1904	1904	0	WOS:000200855700015
"Penhallow, DP"	The anatomy of the north American Coniferales together with certain exotic species from Japan and Australasia.	AMERICAN NATURALIST	38		331	359	10.1086/278408	1904	1904	6	WOS:000200855700016
"Hrdlicka, A"	Further instances of malar division	AMERICAN NATURALIST	38		361	366	10.1086/278410	1904	1904	4	WOS:000200855700017
"Davies, BM"	Studies on the plant cell. I.	AMERICAN NATURALIST	38		367	395	10.1086/278411	1904	1904	2	WOS:000200855700018
"Mitchell, EG"	Untitled	AMERICAN NATURALIST	38		405	405	10.1086/278421	1904	1904	0	WOS:000200855700019
"Lucas, FC"	Variation in the ray flowers of the common cone flower (Rudbeckia hirta).	AMERICAN NATURALIST	38		427	429	10.1086/278423	1904	1904	1	WOS:000200855700020
"Davis, BM"	Studies on the plant cell. II.	AMERICAN NATURALIST	38		431	469	10.1086/278424	1904	1904	0	WOS:000200855700021
"Penhallow, DP"	The anatomy of the Coniferales.	AMERICAN NATURALIST	38		523	554	10.1086/278448	1904	1904	5	WOS:000200855700022
"Bowditch, H"	"List of bermudian birds seen during July and August, 1903."	AMERICAN NATURALIST	38		555	563	10.1086/278449	1904	1904	0	WOS:000200855700023
"Metcalf, MM"	Neritina virginea variety minor.	AMERICAN NATURALIST	38		565	+	10.1086/278450	1904	1904	3	WOS:000200855700024
"Davis, BM"	Studies on the plant cell. III.	AMERICAN NATURALIST	38		571	594	10.1086/278451	1904	1904	1	WOS:000200855700025
"Allen, GM"	Some observations on rorquals off southern Newfoundland	AMERICAN NATURALIST	38		613	623	10.1086/278428	1904	1904	0	WOS:000200855700026
"Jennings, HS"	Physical imitations of the activities of Am oe ba	AMERICAN NATURALIST	38		625	642	10.1086/278429	1904	1904	2	WOS:000200855700027
"Wickham, HF"	The influence of the mutations of the Pleistocene lake upon the present distribution of Cicindela.	AMERICAN NATURALIST	38		643	654	10.1086/278430	1904	1904	3	WOS:000200855700028
"Mast, SO"	Simple apparatus for aerating liquid solutions.	AMERICAN NATURALIST	38		655	660	10.1086/278431	1904	1904	0	WOS:000200855700029
"Baker, FC"	Spire variation in Pyramidula alternata.	AMERICAN NATURALIST	38		661	668	10.1086/278432	1904	1904	0	WOS:000200855700030
"Eastman, CR"	Fossil plumage.	AMERICAN NATURALIST	38		669	672	10.1086/278433	1904	1904	0	WOS:000200855700031
"Penhallow, DP"	The anatomy of the coniferales. Resin passages. Distribulion and taxonomic value.	AMERICAN NATURALIST	38		691	723	10.1086/278444	1904	1904	5	WOS:000200855700032
"Davis, DM"	Studies on the plant cell - IV.	AMERICAN NATURALIST	38		725	760		1904	1904	0	WOS:000200855700033
"Campbell, DH"	The affinities of the Ophioglossace ae and Marsiliace ae	AMERICAN NATURALIST	38		761	775	10.1086/278446	1904	1904	7	WOS:000200855700034
"Riley, WA"	The embryological development of the skeleton of the head of Blatta.	AMERICAN NATURALIST	38		777	810	10.1086/278460	1904	1904	6	WOS:000200855700035
"Matthew, WD"	The arboreal ancestry of the Mammalia.	AMERICAN NATURALIST	38		811	818	10.1086/278461	1904	1904	23	WOS:000200855700036
"Cushman, JA"	Localized stages in common roadside plants.	AMERICAN NATURALIST	38		819	832	10.1086/278462	1904	1904	3	WOS:000200855700037
"Shufeldt, RW"	An arrangement of the families and the higher groups of birds.	AMERICAN NATURALIST	38		833	857	10.1086/278463	1904	1904	12	WOS:000200855700038
"Pritchett, A"	Observations on hearing and smell in spiders.	AMERICAN NATURALIST	38		859	867	10.1086/278464	1904	1904	2	WOS:000200855700039
"Osborn, HL"	Mitosis in the embryo of fasciolaria.	AMERICAN NATURALIST	38		869	884	10.1086/278465	1904	1904	2	WOS:000200855700040
"Jordan, DS"	The transplanting of trout in the streams of the Sierra Nevada.	AMERICAN NATURALIST	38		885	887	10.1086/278466	1904	1904	0	WOS:000200855700041
"Pearse, AS"	A new species of diaptomus from Mexico.	AMERICAN NATURALIST	38		889	891	10.1086/278467	1904	1904	3	WOS:000200855700042
"Davis, WT"	"Hyla andersonii and rana virgatipes at Lakehurst, New Jersey."	AMERICAN NATURALIST	38		893	893	10.1086/278468	1904	1904	0	WOS:000200855700043
"Clark, HL"	The water snakes of Southern Michigan	AMERICAN NATURALIST	37		1	23	10.1086/278240	1903	1903	2	WOS:000200855600001
"Berry, EW"	New or hitherto unknown ephemerid nymphs of the Eastern United States.	AMERICAN NATURALIST	37		25	31	10.1086/278241	1903	1903	2	WOS:000200855600002
