Authors	Title	PublicationName	Volume	Issue	BeginningPage	EndingPage	DOI	PublicationDate	PublicationYear	TimesCited	AccessionNumber
"Emerson, RA"	The inheritance of sizes and shapes in plants - A preliminary note	AMERICAN NATURALIST	44		739	746	10.1086/279188	1910	1910	18	WOS:000200855900057
"Cockerell, TDA"	The modification of Mendelian Inheritance by external conditions	AMERICAN NATURALIST	44		747	749	10.1086/279189	1910	1910	0	WOS:000200855900058
"Griggs, RF"	Juvenile kelps and the recapitulation theory I	AMERICAN NATURALIST	43		5	30	10.1086/279014	1909	1909	1	WOS:000200875700001
"Stafford, J"	The larva and spat of the Canadian oyster	AMERICAN NATURALIST	43		31	47	10.1086/279015	1909	1909	2	WOS:000200875700002
"Jochelson, W"	Some notes on the traditions of the natives of northeastern Siberia about the mammoth	AMERICAN NATURALIST	43		48	50	10.1086/279016	1909	1909	0	WOS:000200875700003
"Marshall, FR"	Age of trotting horse sires	AMERICAN NATURALIST	43		50	53	10.1086/279017	1909	1909	0	WOS:000200875700004
"Hilton, WA"	The occurrence of Batrachoceps attenuatus and Autodax lugubris in southern California	AMERICAN NATURALIST	43		53	54	10.1086/279018	1909	1909	0	WOS:000200875700005
"Cox, CF"	Charles Darwin and the mutation theory	AMERICAN NATURALIST	43		65	91	10.1086/279022	1909	1909	4	WOS:000200875700006
"Greggs, RF"	Juvenile kelps and the recapitulation theory II	AMERICAN NATURALIST	43		92	106	10.1086/279023	1909	1909	1	WOS:000200875700007
"Trelease, W"	Darwin as a naturalist - Darwin's work on cross pollination in plants	AMERICAN NATURALIST	43		131	142	10.1086/279038	1909	1909	0	WOS:000200875700008
"Clements, FE"	Darwin's influence upon plant geography and ecology	AMERICAN NATURALIST	43		143	151	10.1086/279039	1909	1909	8	WOS:000200875700009
"Richards, HM"	Darwin's work on movement in plants	AMERICAN NATURALIST	43		152	162	10.1086/279040	1909	1909	0	WOS:000200875700010
"Linton, E"	"An examination of Darwin's ""Origin of Species"" in the light of recent observations and experiments"	AMERICAN NATURALIST	43		163	172	10.1086/279041	1909	1909	0	WOS:000200875700011
"East, EM"	The distinction between development and heredity in inbreeding	AMERICAN NATURALIST	43		173	181	10.1086/279042	1909	1909	32	WOS:000200875700012
"Morgan, TH"	Breeding experiments with rats	AMERICAN NATURALIST	43		182	185	10.1086/279043	1909	1909	7	WOS:000200875700013
"Moodie, RL"	The chub and the Texas horn fly	AMERICAN NATURALIST	43		186	188	10.1086/279044	1909	1909	2	WOS:000200875700014
"Cook, HJ"	Notice of a new camel from the Lower Miocene of Nebraska	AMERICAN NATURALIST	43		188	189	10.1086/279045	1909	1909	1	WOS:000200875700015
"Davenport, GC; Davenport, CB"	Heredity of hair color in man	AMERICAN NATURALIST	43		193	211	10.1086/279048	1909	1909	19	WOS:000200875700016
"Parker, GH"	A mechanism for organic correlation	AMERICAN NATURALIST	43		212	218	10.1086/279049	1909	1909	0	WOS:000200875700017
"Coulter, JM"	Recent advances in the study or vascular anatomy	AMERICAN NATURALIST	43		219	230	10.1086/279050	1909	1909	4	WOS:000200875700018
"Jeffrey, EC"	The progress of plant anatomy during the past decade	AMERICAN NATURALIST	43		230	237	10.1086/279051	1909	1909	2	WOS:000200875700019
"Pearl, R"	A note on the degree of accuracy of biometric constants	AMERICAN NATURALIST	43		238	240	10.1086/279052	1909	1909	0	WOS:000200875700020
"Cook, OF"	Pure strains as artifacts of breeding	AMERICAN NATURALIST	43		241	242	10.1086/279053	1909	1909	1	WOS:000200875700021
"Holmes, SJ"	The categories of variation	AMERICAN NATURALIST	43		257	285	10.1086/279058	1909	1909	0	WOS:000200875700022
"Forbes, SA"	The general entomological ecology or the Indian corn plant	AMERICAN NATURALIST	43		286	301	10.1086/279059	1909	1909	6	WOS:000200875700023
"Pearl, R"	Biometrics	AMERICAN NATURALIST	43		302	316	10.1086/279060	1909	1909	7	WOS:000200875700024
"Jennings, HS"	Heredity and variation in the simplest organisms	AMERICAN NATURALIST	43		321	337	10.1086/279063	1909	1909	13	WOS:000200875700025
"Lovell, JH"	The color sense of the honey-bee - Is conspicuousness an advantage to flowers	AMERICAN NATURALIST	43		338	349	10.1086/279064	1909	1909	3	WOS:000200875700026
"Harris, JA"	"Variation in the number of seeds per pod in the broom, Cytisus scoparius"	AMERICAN NATURALIST	43		350	355	10.1086/279065	1909	1909	1	WOS:000200875700027
"Cowles, HC"	Present problems in plant ecology - The trend of ecological philosophy	AMERICAN NATURALIST	43		356	368	10.1086/279066	1909	1909	3	WOS:000200875700028
"Livingston, BE"	Present problems of physiological plant ecology	AMERICAN NATURALIST	43		369	378	10.1086/279067	1909	1909	2	WOS:000200875700029
"Pearl, R; Surface, FM"	Selection index numbers and their use in breeding	AMERICAN NATURALIST	43		385	400	10.1086/279071	1909	1909	6	WOS:000200875700030
"Ruthven, AG"	A contribution to the theory of orthogenesis	AMERICAN NATURALIST	43		401	409	10.1086/279072	1909	1909	3	WOS:000200875700031
"Shull, GH"	"The ""presence and absence"" hypothesis"	AMERICAN NATURALIST	43		410	419	10.1086/279073	1909	1909	17	WOS:000200875700032
"Shaw, CH"	Present problems in plant ecology III Vegetation and altitude	AMERICAN NATURALIST	43		420	431	10.1086/279074	1909	1909	5	WOS:000200875700033
"Berry, EW"	Pleistocene swamp deposits in Virginia	AMERICAN NATURALIST	43		432	436	10.1086/279075	1909	1909	0	WOS:000200875700034
"Campbell, DH"	The new flora of Krakatau	AMERICAN NATURALIST	43		449	460	10.1086/279077	1909	1909	1	WOS:000200875700035
"Andrews, EA"	A male crayfish with some female organs	AMERICAN NATURALIST	43		461	471	10.1086/279078	1909	1909	1	WOS:000200875700036
"Spalding, VM"	Present problems in plant ecology IV Problems of local distribution in arid regions	AMERICAN NATURALIST	43		472	486	10.1086/279079	1909	1909	2	WOS:000200875700037
"Transeau, EN"	Present problems in plant ecology V The relation of the climatic factors to vegetation	AMERICAN NATURALIST	43		487	493	10.1086/279080	1909	1909	1	WOS:000200875700038
"Morgan, TH"	Recent experiments on the inheritance of coat colors in mice	AMERICAN NATURALIST	43		494	510	10.1086/279081	1909	1909	7	WOS:000200875700039
"Cockerell, TDA"	Some experiments in breeding slugs	AMERICAN NATURALIST	43		510	512	10.1086/279082	1909	1909	0	WOS:000200875700040
"Scharff, RF"	On an early tertiary land-connection between North and South America	AMERICAN NATURALIST	43		513	531	10.1086/279083	1909	1909	1	WOS:000200875700041
"Dall, WH"	Notes on the relations of the molluscan fauna of the Peruvian zoological province	AMERICAN NATURALIST	43		532	541	10.1086/279084	1909	1909	9	WOS:000200875700042
"Verrill, AE"	"Remarkable development of starfishes on the northwest American coast, hybridism, multiplicity of rays, teratology, problems in evolution, geographical distribution"	AMERICAN NATURALIST	43		542	555	10.1086/279085	1909	1909	15	WOS:000200875700043
"Harris, JA"	Is there a selective elimination of ovaries in the fruiting of the Leguminosae	AMERICAN NATURALIST	43		556	559	10.1086/279086	1909	1909	5	WOS:000200875700044
"Clark, AH"	The non-muscular articulations of crinoids	AMERICAN NATURALIST	43		577	587	10.1086/279090	1909	1909	0	WOS:000200875700045
"Smith, B"	On some Dinichthyid armor plates from the Marcellus shale	AMERICAN NATURALIST	43		588	597	10.1086/279091	1909	1909	0	WOS:000200875700046
"Powers, JH"	Are species realities or concepts only?	AMERICAN NATURALIST	43		598	610	10.1086/279092	1909	1909	0	WOS:000200875700047
"Buckingham, EN"	"A light weight, portable outfit for the study and transportation of ants"	AMERICAN NATURALIST	43		611	614	10.1086/279093	1909	1909	1	WOS:000200875700048
"Dederer, PH"	Comparison of C ae nolestes with Polyprotodonta and Diprotodonta	AMERICAN NATURALIST	43		614	618	10.1086/279094	1909	1909	9	WOS:000200875700049
"Miller, N"	"The American toad (Bufo lentiginosus americanus, LeConte) - A study in dynamic biology"	AMERICAN NATURALIST	43		641	668	10.1086/279098	1909	1909	22	WOS:000200875700050
"Hadley, PB"	Notes on the behavior of the domestic fowl	AMERICAN NATURALIST	43		669	676	10.1086/279099	1909	1909	2	WOS:000200875700051
"Coker, WC"	Vitality of pine seeds and the delayed opening of cones	AMERICAN NATURALIST	43		677	681	10.1086/279100	1909	1909	2	WOS:000200875700052
"Clark, AH"	The affinities of the echinoidea	AMERICAN NATURALIST	43		682	686	10.1086/279101	1909	1909	0	WOS:000200875700053
"Wright, AH; Allen, AA"	The early breeding habits of Amblystoma punctatum	AMERICAN NATURALIST	43		687	692	10.1086/279102	1909	1909	18	WOS:000200875700054
"Pratt, HS"	The cuticula and subcuticula of trematodes and cestodes	AMERICAN NATURALIST	43		705	729	10.1086/279105	1909	1909	5	WOS:000200875700055
"Miller, N"	"The American toad (Bufo lentiginosus americanus, LeConte) II A study in dynamic biology"	AMERICAN NATURALIST	43		730	745	10.1086/279106	1909	1909	13	WOS:000200875700056
"Pearse, AS"	Observations on copulation among crawfishes with special reference to sex recognition	AMERICAN NATURALIST	43		746	753	10.1086/279107	1909	1909	14	WOS:000200875700057
"Davenport, CB"	Degeneration accompanying inbreeding	AMERICAN NATURALIST	43		754	754	10.1086/279108	1909	1909	0	WOS:000200875700058
"Harris, JA"	A note of the prairie-dog owl which resembles the rattlesnake's rattle	AMERICAN NATURALIST	43		754	755	10.1086/279109	1909	1909	1	WOS:000200875700059
"Morgan, TH"	Experiments in grafting	AMERICAN NATURALIST	42		1	11	10.1086/278894	1908	1908	5	WOS:000200875600001
"White, CA"	The phenogamous parasites	AMERICAN NATURALIST	42		12	33	10.1086/278895	1908	1908	0	WOS:000200875600002
"Beebe, CW"	Preliminary report on an investigation of the seasonal changes of color in birds	AMERICAN NATURALIST	42		34	38	10.1086/278896	1908	1908	4	WOS:000200875600003
"Wright, AH; Allen, AA"	"Notes on the breeding habits of the swamp cricket frog, Chorophilus triseriatus Wied"	AMERICAN NATURALIST	42		39	42	10.1086/278897	1908	1908	1	WOS:000200875600004
"Hermann, A"	"Modern methods of excavating, preparing and mounting fossil skeletons"	AMERICAN NATURALIST	42		43	47	10.1086/278898	1908	1908	2	WOS:000200875600005
"Gulick, JT"	Isolation and selection in the evolution of species - The need of clear definitions	AMERICAN NATURALIST	42		48	57	10.1086/278899	1908	1908	5	WOS:000200875600006
"Jordan, DS"	The law of geminate species	AMERICAN NATURALIST	42		73	80	10.1086/278905	1908	1908	114	WOS:000200875600007
"Hus, H"	Fasciations of known causation	AMERICAN NATURALIST	42		81	97	10.1086/278906	1908	1908	12	WOS:000200875600008
"White, CA"	The aggregate origination of parasitic plants	AMERICAN NATURALIST	42		98	108	10.1086/278907	1908	1908	0	WOS:000200875600009
"Deperet, C"	"The evolution of the tertiary mammals, and the importance of their migrations"	AMERICAN NATURALIST	42		109	114	10.1086/278908	1908	1908	3	WOS:000200875600010
"Parker, GH"	Zoological progress	AMERICAN NATURALIST	42		115	133	10.1086/278909	1908	1908	1	WOS:000200875600011
"Dean, B"	The Lamarck manuscript in Harvard	AMERICAN NATURALIST	42		145	153	10.1086/278915	1908	1908	0	WOS:000200875600012
"Campbell, DH"	Symbiosis in fern prothallia	AMERICAN NATURALIST	42		154	165	10.1086/278916	1908	1908	14	WOS:000200875600013
"Deperet, C"	"The evolution of the tertiary mammals, and the importance of their migrations"	AMERICAN NATURALIST	42		166	170	10.1086/278917	1908	1908	3	WOS:000200875600014
"Bolley, HL"	Observations regarding the constancy of mutants and questions regarding the origin of disease resistance in plants	AMERICAN NATURALIST	42		171	183	10.1086/278918	1908	1908	4	WOS:000200875600015
"Williston, SW"	What is a species?	AMERICAN NATURALIST	42		184	194	10.1086/278919	1908	1908	2	WOS:000200875600016
"Lutz, FE"	The inheritance of the manner of clasping the hands	AMERICAN NATURALIST	42		195	196	10.1086/278920	1908	1908	37	WOS:000200875600017
"Bessey, CE"	The taxonomic aspect of the species question	AMERICAN NATURALIST	42		218	224	10.1086/278926	1908	1908	18	WOS:000200875600018
"Britton, NL"	The taxonomic aspect of the species question	AMERICAN NATURALIST	42		225	242	10.1086/278927	1908	1908	5	WOS:000200875600019
"Arthur, JC"	The physiologic aspect of the species question	AMERICAN NATURALIST	42		243	248	10.1086/278928	1908	1908	2	WOS:000200875600020
"Macdougal, DT"	The physiological aspect op a species	AMERICAN NATURALIST	42		249	252	10.1086/278929	1908	1908	2	WOS:000200875600021
"Clements, FE"	An ecologic view of the species conception	AMERICAN NATURALIST	42		253	264	10.1086/278930	1908	1908	8	WOS:000200875600022
"Cowles, HC"	An ecological aspect of the conception of species	AMERICAN NATURALIST	42		265	271	10.1086/278931	1908	1908	4	WOS:000200875600023
"Coulter, JM"	Discussion of the species question	AMERICAN NATURALIST	42		272	281		1908	1908	1	WOS:000200875600024
"Bristol, CL"	Otter sheep	AMERICAN NATURALIST	42		282	282	10.1086/278933	1908	1908	0	WOS:000200875600025
"Verrill, AE"	"Geographical distribution, origin of the Bermudian decapod fauna"	AMERICAN NATURALIST	42		289	296	10.1086/278936	1908	1908	6	WOS:000200875600026
"Brues, CT"	On the interpretation of certain tropisms of insects	AMERICAN NATURALIST	42		297	302	10.1086/278937	1908	1908	0	WOS:000200875600027
"Deperet, C"	"The evolution of tertiary mammals, and the importance of their migrations"	AMERICAN NATURALIST	42		303	307	10.1086/278938	1908	1908	2	WOS:000200875600028
"McClendon, JF"	"On xerophytic adaptations of leaf structure in yuccas, agaves and nolinas"	AMERICAN NATURALIST	42		308	316	10.1086/278939	1908	1908	5	WOS:000200875600029
"Sumner, FB"	"The biological laboratory of the Bureau of Fisheries at Woods' Hole, Mass - Report of work for the season of 1907"	AMERICAN NATURALIST	42		317	340	10.1086/278940	1908	1908	0	WOS:000200875600030
"Davenport, GC; Davenport, CB"	Heredity of hair-form in man	AMERICAN NATURALIST	42		341	349	10.1086/278941	1908	1908	17	WOS:000200875600031
"Moodie, RL"	The ancestry of the Caudate amphibia	AMERICAN NATURALIST	42		361	373	10.1086/278944	1908	1908	0	WOS:000200875600032
"Ward, HB"	The spirochetes and their relationship to other organisms	AMERICAN NATURALIST	42		374	387	10.1086/278945	1908	1908	2	WOS:000200875600033
"Ruthven, AG"	The faunal affinities of the prairie region of central North America	AMERICAN NATURALIST	42		388	393	10.1086/278946	1908	1908	5	WOS:000200875600034
"Lee, FS"	Physiology	AMERICAN NATURALIST	42		394	417	10.1086/278947	1908	1908	0	WOS:000200875600035
"Shull, GH"	A new Mendelian ratio and several types of latency	AMERICAN NATURALIST	42		433	451	10.1086/278952	1908	1908	10	WOS:000200875600036
"Woodworth, CW"	The leg tendons of insects	AMERICAN NATURALIST	42		452	456	10.1086/278953	1908	1908	0	WOS:000200875600037
"Shull, CA"	Abnormal incisors of Marmota monax L	AMERICAN NATURALIST	42		457	459	10.1086/278954	1908	1908	0	WOS:000200875600038
"Reed, HD"	A note on the coloration of Plethodon cinereus	AMERICAN NATURALIST	42		460	465	10.1086/278955	1908	1908	3	WOS:000200875600039
"Hubbard, ME"	Some experiments on the order of succession of the somites in the chick	AMERICAN NATURALIST	42		466	471	10.1086/278956	1908	1908	8	WOS:000200875600040
"Shimer, HW"	Dwarf faunas	AMERICAN NATURALIST	42		472	490	10.1086/278957	1908	1908	6	WOS:000200875600041
"Forbes, SA"	The mid-summer bird life of Illinois - A statistical study	AMERICAN NATURALIST	42		505	519	10.1086/278962	1908	1908	0	WOS:000200875600042
"Woodruff, LL"	The life cycle of Paramecium when subjected to a varied environment	AMERICAN NATURALIST	42		520	526	10.1086/278963	1908	1908	7	WOS:000200875600043
"Hemingway, EE"	Placobdella pediculata n sp	AMERICAN NATURALIST	42		527	532	10.1086/278964	1908	1908	10	WOS:000200875600044
"Mayer, AG"	"Marine laboratories, and our Atlantic coast"	AMERICAN NATURALIST	42		533	536	10.1086/278965	1908	1908	0	WOS:000200875600045
"Edwards, CL"	Biometry as a method in taxonomy	AMERICAN NATURALIST	42		537	540	10.1086/278966	1908	1908	2	WOS:000200875600046
"Clark, AH"	The genus Ptilocrinus	AMERICAN NATURALIST	42		541	543	10.1086/278967	1908	1908	0	WOS:000200875600047
"Cook, HJ"	A new rhinoceros from the lower miocene of Nebraska	AMERICAN NATURALIST	42		543	545	10.1086/278968	1908	1908	0	WOS:000200875600048
"Cockerell, TDA"	Some results of the Florissant expedition of 1908	AMERICAN NATURALIST	42		569	581	10.1086/278976	1908	1908	0	WOS:000200875600049
"Swingle, LD"	Embryology of Myosurus minimus	AMERICAN NATURALIST	42		582	591	10.1086/278977	1908	1908	3	WOS:000200875600050
"Allen, JA"	Another aspect of the species question	AMERICAN NATURALIST	42		592	600	10.1086/278978	1908	1908	0	WOS:000200875600051
"Parker, GH"	The origin of the lateral of vertebrates eyes	AMERICAN NATURALIST	42		601	609	10.1086/278979	1908	1908	6	WOS:000200875600052
"Blackman, FF"	The manifestations of the principles of chemical mechanics in the living plant	AMERICAN NATURALIST	42		633	664	10.1086/278990	1908	1908	1	WOS:000200875600053
"Whitney, DD"	The desiccation of rotifers	AMERICAN NATURALIST	42		665	671	10.1086/278991	1908	1908	2	WOS:000200875600054
"Hay, OP"	"On the habits and the pose of the Sauropodous dinosaurs, especially of Diplodocus"	AMERICAN NATURALIST	42		672	681	10.1086/278992	1908	1908	18	WOS:000200875600055
"Setchell, WA"	Juvenile substitutes for smoking tobacco	AMERICAN NATURALIST	42		682	684	10.1086/278993	1908	1908	0	WOS:000200875600056
"Montgomery, TH"	Further studies on the activities of araneads	AMERICAN NATURALIST	42		697	709		1908	1908	5	WOS:000200875600057
"Chidester, FE"	Notes on the daily life and food of Cambarus bartonius bartoni	AMERICAN NATURALIST	42		710	716	10.1086/278999	1908	1908	16	WOS:000200875600058
"Clark, AH"	Some points in the ecology of recent crinoids	AMERICAN NATURALIST	42		717	726	10.1086/279000	1908	1908	0	WOS:000200875600059
"Cook, OF"	Evolution without isolation	AMERICAN NATURALIST	42		727	731	10.1086/279001	1908	1908	9	WOS:000200875600060
"Michols, JT"	A note on the silverside	AMERICAN NATURALIST	42		731	731	10.1086/279002	1908	1908	0	WOS:000200875600061
"Gager, CS"	Some physiological effects of radium rays	AMERICAN NATURALIST	42		761	778	10.1086/279008	1908	1908	1	WOS:000200875600062
"Cannon, WA"	On the origin of structures in plants	AMERICAN NATURALIST	42		779	782	10.1086/279009	1908	1908	1	WOS:000200875600063
"Guilbeau, BH"	The origin and formation of the froth in spittle-insects	AMERICAN NATURALIST	42		783	798	10.1086/279010	1908	1908	10	WOS:000200875600064
"Hilton, WA"	Peculiar abnormal teeth in a jack rabbit	AMERICAN NATURALIST	42		799	799	10.1086/279011	1908	1908	0	WOS:000200875600065
"Linton, E"	Note on the habits of Fierasfer affinis	AMERICAN NATURALIST	41		1	4		1907	1907	3	WOS:000200855800001
"Fowler, HW"	Records of Pennsylvania fishes	AMERICAN NATURALIST	41		5	21	10.1086/278698	1907	1907	6	WOS:000200855800002
"Waite, FC"	Specific name of Necturus maculosus	AMERICAN NATURALIST	41		23	30	10.1086/278699	1907	1907	0	WOS:000200855800003
"Smith, BG"	Volvox for laboratory use	AMERICAN NATURALIST	41		31	34	10.1086/278700	1907	1907	0	WOS:000200855800004
"Cushman, JA"	Ostracoda from Southeastern Massachusetts	AMERICAN NATURALIST	41		35	39	10.1086/278701	1907	1907	1	WOS:000200855800005
"Murbach, L"	Ann automatic aerating device for aquaria	AMERICAN NATURALIST	41		61	64	10.1086/278715	1907	1907	0	WOS:000200855800006
"Durnford, CD"	The flying-fish problem	AMERICAN NATURALIST	41		65	76	10.1086/278716	1907	1907	0	WOS:000200855800007
"Walton, LB"	Contributions to museum technique I. Cataloguing museum specimens	AMERICAN NATURALIST	41		77	96	10.1086/278717	1907	1907	0	WOS:000200855800008
"Murray, J"	Some South American rotifers	AMERICAN NATURALIST	41		97	101	10.1086/278718	1907	1907	0	WOS:000200855800009
"Kingsley, JS"	Meristic homologies in vertebrates	AMERICAN NATURALIST	41		103	107	10.1086/278719	1907	1907	1	WOS:000200855800010
"Shufeldt, RW"	On the osteology of the tubinares. I. Historical.	AMERICAN NATURALIST	41		109	124	10.1086/278720	1907	1907	0	WOS:000200855800011
"Campbell, DH"	Studies on the ophioglossace ae	AMERICAN NATURALIST	41		139	159	10.1086/278734	1907	1907	3	WOS:000200855800012
"Shufeldt, RW"	Polygamy and other modes of mating among birds	AMERICAN NATURALIST	41		161	175	10.1086/278735	1907	1907	2	WOS:000200855800013
"Bangs, O"	"On the wood rails, genus aramides, occuring north of Panama"	AMERICAN NATURALIST	41		177	187	10.1086/278736	1907	1907	2	WOS:000200855800014
"Leavitt, RG"	The geographic distribution of closely related species.	AMERICAN NATURALIST	41		207	240	10.1086/278751	1907	1907	1	WOS:000200855800015
"Kofoid, CA"	The coincident distribution of related species of pelagic organisms as illustrated by the ch ae tognatha.	AMERICAN NATURALIST	41		241	251	10.1086/278752	1907	1907	1	WOS:000200855800016
"Andrews, EA"	The attached young of the crayfish Cambarus clarkii and Cambarus diogenes	AMERICAN NATURALIST	41		253	274	10.1086/278753	1907	1907	10	WOS:000200855800017
"Rand, HW"	The functions of the spiracle of the skate	AMERICAN NATURALIST	41		287	302	10.1086/278771	1907	1907	6	WOS:000200855800018
"Pike, FH"	"A critical and statistical study of the determination of sex, particularly in human offspring"	AMERICAN NATURALIST	41		303	322	10.1086/278772	1907	1907	2	WOS:000200855800019
"Wilson, AWG"	Chubs' Nest	AMERICAN NATURALIST	41		323	327	10.1086/278773	1907	1907	2	WOS:000200855800020
"Jordan, DS"	Editor of the American Naturalist	AMERICAN NATURALIST	41		347	348	10.1086/278784	1907	1907	0	WOS:000200855800021
"Wright, AH"	A graphic method of correlating fish enviroment and distribution	AMERICAN NATURALIST	41		351	354	10.1086/278786	1907	1907	1	WOS:000200855800022
"Jeffrey, EC; Chrysler, MA"	The microgametophyte of the Podocarpine ae	AMERICAN NATURALIST	41		355	364	10.1086/278787	1907	1907	11	WOS:000200855800023
"Dane, JM"	The problem of color vision	AMERICAN NATURALIST	41		365	379	10.1086/278788	1907	1907	0	WOS:000200855800024
"Smith, BG"	The breeding habits of Amblystoma punctatum linn	AMERICAN NATURALIST	41		381	390	10.1086/278789	1907	1907	4	WOS:000200855800025
"Dillingham, FT"	"The staff-tree, Celastrus scandens, as a former food supply of starving Indians"	AMERICAN NATURALIST	41		391	393	10.1086/278790	1907	1907	0	WOS:000200855800026
"Eliot, CW"	Agassiz centennial	AMERICAN NATURALIST	41		413	416	10.1086/278805	1907	1907	0	WOS:000200855800027
"Morrill, AW"	Description of a new species of Telenomus with observations on its habits and life history	AMERICAN NATURALIST	41		417	430	10.1086/278806	1907	1907	14	WOS:000200855800028
"Lewis, FT"	The development of pinnate leaves	AMERICAN NATURALIST	41		431	441	10.1086/278807	1907	1907	2	WOS:000200855800029
"Penhallow, DP"	Contributions to the Pleistocene flora of Canada	AMERICAN NATURALIST	41		443	452	10.1086/278808	1907	1907	5	WOS:000200855800030
"Ritter, WE"	The significant results of a decade's study of the Tunicata	AMERICAN NATURALIST	41		453	460	10.1086/278809	1907	1907	1	WOS:000200855800031
"Needham, JG; Williamson, HV"	Observations on the natural history of diving beetles	AMERICAN NATURALIST	41		477	494	10.1086/278819	1907	1907	5	WOS:000200855800032
"Shull, AF"	"Habits of the short-tailed shrew, Blarina brevicauda (Say)"	AMERICAN NATURALIST	41		495	522	10.1086/278820	1907	1907	21	WOS:000200855800033
"Williams, LW"	"The structure of cilia, especially in gastropods"	AMERICAN NATURALIST	41		545	551	10.1086/278835	1907	1907	5	WOS:000200855800034
"Reed, HD"	The poison glands of Noturus and Schilbeodes	AMERICAN NATURALIST	41		553	566	10.1086/278836	1907	1907	9	WOS:000200855800035
"Matheson, R; Ruggles, AG"	The structure of the silk glands of Apanteles glomeratus L.	AMERICAN NATURALIST	41		567	585	10.1086/278837	1907	1907	1	WOS:000200855800036
"Holder, CF"	The nest of the kelp fish	AMERICAN NATURALIST	41		587	588	10.1086/278838	1907	1907	3	WOS:000200855800037
"Grabau, AW"	Studies of gastropoda III. On orthogenetic variation in Gastropoda	AMERICAN NATURALIST	41		607	651	10.1086/278851	1907	1907	7	WOS:000200855800038
"Allen, JA"	Mutations and the geographic distribution of nearly related species in plants and animals	AMERICAN NATURALIST	41		653	655	10.1086/278852	1907	1907	5	WOS:000200855800039
"Courtis, SA"	Response of toads to sound stimuli	AMERICAN NATURALIST	41		677	682	10.1086/278858	1907	1907	10	WOS:000200855800040
"Morse, A"	Further notes on the behavior of Gonionemus	AMERICAN NATURALIST	41		683	688		1907	1907	1	WOS:000200855800041
"Berry, EW"	Pleistocene plants from Alabama	AMERICAN NATURALIST	41		689	699	10.1086/278860	1907	1907	0	WOS:000200855800042
"Lewis, FT"	A further study of leaf development	AMERICAN NATURALIST	41		701	709	10.1086/278861	1907	1907	1	WOS:000200855800043
"Andrews, EA"	Earthworms as planters of trees	AMERICAN NATURALIST	41		711	714	10.1086/278862	1907	1907	1	WOS:000200855800044
"Morgan, TH"	The cause of gynandromorphism in insects.	AMERICAN NATURALIST	41		715	718	10.1086/278863	1907	1907	6	WOS:000200855800045
"Peterson, OA"	Preliminary notes on some American Chalicotheres	AMERICAN NATURALIST	41		733	752	10.1086/278876	1907	1907	3	WOS:000200855800046
"Stockard, CR"	Observations on the natural history of Polyodon spathula	AMERICAN NATURALIST	41		753	766	10.1086/278877	1907	1907	47	WOS:000200855800047
"Eigenmann, CH"	"Fowler's ""heterognathous fishes"" with a note on the stethaprioninae"	AMERICAN NATURALIST	41		767	772	10.1086/278878	1907	1907	9	WOS:000200855800048
"Wheeler, WM"	Pink insect mutants	AMERICAN NATURALIST	41		773	780	10.1086/278879	1907	1907	0	WOS:000200855800049
"Durnford, CD"	"Flying-fish flight, and an unfixed law of nature"	AMERICAN NATURALIST	40		1	11	10.1086/278590	1906	1906	4	WOS:000200875500001
"Parker, GH"	Double hens' eggs	AMERICAN NATURALIST	40		13	25	10.1086/278591	1906	1906	9	WOS:000200875500002
"Cannon, WA"	Biological relations of certain cacti	AMERICAN NATURALIST	40		27	47	10.1086/278592	1906	1906	3	WOS:000200875500003
"Dexler, H; Freund, L"	Contributions to the physiology and biology of the dugong	AMERICAN NATURALIST	40		49	72	10.1086/278593	1906	1906	15	WOS:000200875500004
"Bacon, R"	Congress of Oceanographers	AMERICAN NATURALIST	40		73	73	10.1086/278594	1906	1906	0	WOS:000200875500005
"Pories, D"	Translation of letters of French Embassy	AMERICAN NATURALIST	40		73	74		1906	1906	0	WOS:000200875500006
[Anonymous]	Mr Secretary of State	AMERICAN NATURALIST	40		74	74		1906	1906	0	WOS:000200875500007
"Ayers, H"	The unity of the gnathostome type	AMERICAN NATURALIST	40		75	94	10.1086/278595	1906	1906	0	WOS:000200875500008
"Shimer, HW"	Old age in brachiopoda - A preliminary study	AMERICAN NATURALIST	40		95	121	10.1086/278596	1906	1906	1	WOS:000200875500009
"Eycleshymer, AC"	The habits of Necturus maculosus	AMERICAN NATURALIST	40		123	136	10.1086/278597	1906	1906	19	WOS:000200875500010
"Stone, W"	"Notes on reptiles and batrachians of Pennsylvania, New Jersey and Delaware"	AMERICAN NATURALIST	40		159	170	10.1086/278611	1906	1906	1	WOS:000200875500011
"Willcox, MA"	Anatomy of Acm ae a testudinalis Muller Part I Introductory material - External anatomy	AMERICAN NATURALIST	40		171	187	10.1086/278612	1906	1906	3	WOS:000200875500012
"Hollick, A; Jeffrey, EC"	Affinities of certain cretaceous plant remains commonly referred to the genera Dammara and Brachyphyllum	AMERICAN NATURALIST	40		189	215	10.1086/278613	1906	1906	15	WOS:000200875500013
"Cole, LJ"	A new pycnogonid from the Bahamas	AMERICAN NATURALIST	40		217	227	10.1086/278614	1906	1906	3	WOS:000200875500014
"Barbour, T"	Additional notes on Bahama snakes	AMERICAN NATURALIST	40		229	232	10.1086/278615	1906	1906	0	WOS:000200875500015
